Tenure,Bandwidth_GB_Year
7.231032028,1269.836202
4.627672042,1038.745378
10.05306287,1531.155367
4.171044392,991.2441024
4.568682641,1244.296865
6.085030507,1162.332926
2.730250735,577.1157824
8.574901206,1442.974877
9.743201772,1577.208717
9.482919033,886.9398744
8.447988841,1065.06443
6.365998533,951.886985
7.251397592,1404.435534
14.64011644,1925.911722
11.71637124,1805.011298
4.13273503,700.7343179
2.887429547,513.237305
3.303030246,717.3876564
5.15825129,1313.492851
3.237560234,819.4195269
2.733109234,882.1160656
3.180102025,724.7803356
15.85983755,1829.270014
11.73724209,1668.199119
7.006240694,1124.353152
5.562130367,1316.239744
14.53027663,1637.201426
5.905906389,951.8524406
3.260462654,1248.097652
18.91276578,2220.255405
14.25617986,1669.202417
7.983887266,990.0555076
5.969967132,967.9819136
19.95277818,2190.259876
14.85781115,1445.752781
2.600063739,528.6553088
11.92299244,1296.481055
5.972864167,1195.393037
10.87555535,1700.121992
16.00330155,2120.673828
12.63074989,1238.421347
8.4944392,847.110799
8.044444101,1112.937102
12.07358377,1623.045026
10.21634248,1479.730181
15.50354683,2144.735024
13.88004531,1522.289512
19.48900163,1974.780054
10.01771765,1261.177198
7.34059599,939.7181324
12.64742067,1357.062854
8.850426839,1456.887443
3.701557118,937.5863866
2.976033785,830.1193011
5.522376826,737.8564608
15.64596698,1781.854862
23.00764441,2464.577489
17.24924155,2392.203409
13.01107597,1664.19271
5.104082209,1433.616898
3.521499924,823.4933243
8.08137067,1468.357421
1.875430489,590.7765801
5.587484456,418.6206885
7.007695148,1181.991846
1.408375942,733.4036934
11.64983735,1719.173387
2.964559883,1205.956363
10.25635754,1261.032763
3.892407013,741.7766988
3.226996711,932.6084359
15.87685513,1708.614019
5.874064017,1363.58603
3.756359276,472.1057019
2.905283283,558.2340556
1.474810061,815.194738
18.56165869,2007.303617
12.39088509,2088.48083
14.17192333,1430.761492
3.86023041,822.3008694
17.72593456,2059.200998
3.043063167,617.542543
5.827112819,758.4775985
4.648958177,894.6733856
11.96274778,1639.898269
4.525864256,710.7541633
8.038308899,1092.226042
1.416592892,757.0097075
19.83504645,2301.850721
15.85002222,2401.406545
15.94935291,1535.788894
11.94550648,1536.589816
16.03360405,2153.778421
21.29342532,2409.195918
4.95598008,1342.862457
2.73951266,1046.054674
4.973046104,1204.479468
10.28430068,1616.908193
2.581692044,345.0099528
6.945736396,1427.088655
9.999416271,1452.334634
6.035737465,795.4957358
9.004964377,1333.894229
5.071456681,1402.20491
12.02106494,1447.196935
5.049303717,1662.510936
18.17247008,1707.641161
15.31997698,2181.752793
16.0708543,1575.683555
7.873371451,1029.489242
23.62866494,2370.184448
25.8634566,3309.919373
9.405224809,1623.273925
12.84490034,1146.199921
16.59325254,2229.268031
20.35456039,2512.36494
12.00925702,1297.388488
2.861423443,283.39178
14.20349453,1947.7853
4.98152586,849.1972541
23.12150846,2131.359827
6.307178205,1464.035068
12.73622643,1381.538548
12.00466914,1248.626874
2.243757398,558.3751762
1.583394702,676.2178659
14.23487852,1641.938696
15.28108311,1811.964373
4.135827839,1066.632555
9.740709475,1514.131966
1.213704886,1189.549671
11.86252419,1114.020282
2.416685985,1078.291303
6.73327535,854.2977548
6.549035393,1489.077486
10.57197066,1649.312808
3.379756569,905.1959227
8.959047529,684.6318529
10.23679934,1662.533055
14.96503088,2436.57146
23.79323993,2677.74041
11.45675389,1779.309609
11.04076215,1494.716409
7.425503428,1740.72604
2.411712843,704.7552669
2.009542213,558.4710883
9.068119482,1282.279049
1.926789854,287.8189836
11.77389421,1129.529441
2.585228303,394.0148722
9.517703088,1302.230824
9.532523799,970.4682919
23.103996,2522.88913
5.104873611,682.9871863
6.877942744,1537.109931
21.17839683,1961.923965
1.586331702,676.1747964
3.778174405,929.2607767
11.58276897,1849.484087
11.62258922,1998.680227
20.78013031,1898.877878
3.940297464,992.3501481
11.38099891,994.6354785
1.473304337,954.0290712
12.75609778,1775.838153
6.253919786,1297.050577
18.9537053,1746.405243
9.640061615,1698.465833
5.201330266,665.4740915
12.42120946,1886.153328
8.134438503,958.6989908
14.86764776,1446.203986
5.548652108,774.6125757
18.35541838,1939.811149
7.62779591,1165.564309
4.439685675,750.8768234
11.16903388,1292.3206
14.14101821,2335.130986
3.212400569,769.8534863
16.84928353,1729.837284
3.834727471,649.3891796
6.198230305,823.0046464
4.216732972,1107.882056
4.355064781,683.8622599
4.030250374,1301.49424
9.915959247,1079.012505
9.821728297,1283.463995
9.183905417,987.653655
8.892893007,1088.263081
7.661226872,583.0259559
12.4767812,1778.733282
2.462148717,900.4043765
14.09942339,1693.576099
7.272649386,1143.826239
3.999030359,886.340074
3.115945151,373.2772664
13.67931764,1245.328696
14.6728104,1564.936841
5.953547112,1354.401018
11.74635394,1971.429689
5.954024226,623.7865683
22.8577804,3040.553763
1.407866545,864.7036995
21.08265979,2042.113893
11.10356439,1973.661316
9.734064703,1755.645123
12.21754865,1758.735654
2.423722078,557.0118807
13.66061487,2205.334092
8.701581043,1451.201108
4.844060027,609.0598401
6.485034974,1221.100604
1.14113241,745.0493094
7.69213424,1220.452161
13.73012915,1771.472597
5.690013293,1201.484293
6.68894661,764.3017535
9.475983046,1022.415622
4.893221514,1284.442486
2.656915117,289.9240291
8.381515693,1718.600163
14.53315436,2494.633068
13.62832619,2270.749222
1.281566108,567.6177123
3.365552603,380.0501404
5.397827503,1436.408211
9.001231999,1852.503069
10.9750814,1312.008382
7.825845378,863.0820861
14.12966281,1854.793303
14.66914461,1778.431765
5.388165017,764.2419259
2.810825808,307.018806
2.485229169,1179.782483
2.051069457,1040.034575
6.10108047,1080.159892
4.950398978,775.5613336
10.16660427,1061.587971
12.29558653,1334.403775
24.8868126,2346.143947
9.660361769,1491.768656
7.663625954,927.1279646
5.25445262,686.9354616
13.59137366,1460.513443
12.3492819,1942.250203
18.37317391,1923.549943
8.498042024,1239.802036
22.33583015,2499.186161
1.541545443,302.3848209
12.78453216,1865.48625
2.527681829,908.7910203
7.065506244,790.9469893
4.258552081,956.2636975
4.801969514,639.3261343
5.204853319,1572.045646
32.0730133,3099.922244
11.16847385,1599.727567
16.8000196,2188.672399
17.6210362,1586.699491
17.18829795,1828.279015
17.52138221,1866.966586
10.4103675,1718.555203
3.310281145,556.2193844
2.993625911,1035.183038
16.26037537,1580.43019
3.045064701,703.6927423
15.35762157,1842.258692
5.940902789,1167.271182
5.988505209,1007.289786
7.138784756,1500.69101
8.951793883,1404.773397
4.221959275,1342.310858
9.797427154,1250.94478
10.90397471,1710.958869
1.665591776,169.3992798
8.611218573,1261.554565
1.28507969,794.9581116
1.379696124,713.364269
3.084376591,952.5914921
2.43754565,778.6094503
3.288124191,627.0001275
32.30772134,2938.319116
13.46565415,1566.001524
19.244458,1889.642423
8.69085131,1420.771651
3.778575882,1254.725693
10.27819073,1570.345219
4.156887945,500.4406927
11.32083915,1563.848623
5.254442453,787.0962355
5.2551003,1119.610001
6.417132666,1155.782468
18.61278731,1995.346628
4.924623699,922.1362066
6.325942162,717.6823944
17.22220989,2223.835601
3.238699239,1143.685617
6.437878909,1537.296207
15.22323989,1614.544362
7.484425045,758.8338668
7.218752772,1317.766231
11.69875604,1189.578203
10.03363969,1467.273158
18.46162568,2192.693797
16.52138638,1568.47416
13.83290937,1376.095043
5.02568958,811.5600648
2.644787483,243.2617759
2.522962069,676.6465414
3.508974199,801.4709595
11.50651216,1316.145864
10.96319721,1270.217581
5.505247606,1339.709597
14.16961729,1624.799349
10.27782059,1400.834009
3.364993591,1149.108155
9.307770559,1387.016004
1.171557288,544.12326
7.262579715,1803.917571
17.06899012,1518.747945
10.8600084,1932.20577
16.48065356,1886.312286
10.85041661,1738.71901
4.85576672,1060.026737
1.715329149,250.9270047
21.71097206,1916.832871
3.470685398,573.9920618
1.914386255,272.9823095
9.16272705,1233.975771
7.457173484,1552.772876
4.991605214,1259.735294
10.5903229,1287.821218
14.68216127,1516.667438
5.440398012,589.9932647
11.92300936,1021.482609
9.461939857,1267.634616
13.90000955,1266.503765
13.99579075,1877.852717
13.44056701,1541.134986
3.179043613,744.2470872
14.58066686,2023.519366
17.24908083,1428.427469
2.760467902,1283.253595
20.04140358,2256.776479
8.001673351,955.0876357
1.092219692,499.7170655
14.68600159,1562.32774
4.135515169,776.4780765
9.086633107,1118.646915
9.493585403,1781.692875
5.372758028,1086.92093
13.82188875,1551.398147
2.598489694,573.751474
12.9401487,1794.116848
4.957713222,1103.594576
28.79864005,3143.245184
7.176411327,1381.802291
5.709925704,1091.10126
3.956375328,891.9472856
1.033067819,538.1168657
2.206152519,497.9042695
3.820262172,1115.476658
2.640977982,522.7315686
5.622660986,961.5888385
1.634394387,883.9008134
2.012075635,565.3167155
10.06913982,2062.605873
6.935335786,1197.080651
15.56741347,1972.725118
12.75071284,1427.321538
8.573785357,1218.124487
13.86188691,1874.789062
10.77929667,1806.007164
16.88097916,1939.600904
16.92163398,2275.888923
11.91663193,1372.385193
2.81822785,785.6266383
5.100566529,1226.343895
4.806882153,1047.361909
5.658327457,893.5446642
2.649525158,1210.047397
18.76976086,2329.912456
13.04542381,1163.407505
1.534192133,736.9303356
9.039309605,1134.880009
10.15330548,1561.294194
8.792119046,1216.325478
1.542556879,1192.502878
13.65776694,2140.402985
5.165404738,867.2394016
13.17859958,1581.016214
1.557206083,724.6774743
7.226076469,1123.971139
20.91720893,2633.809472
7.228526307,967.7426094
20.43854626,2101.344074
2.915827364,862.3199149
9.709171662,921.1401066
1.939549257,752.1641496
1.502124145,522.7806578
1.906368477,736.161108
15.60605339,2148.889242
2.084396413,1304.999684
1.781895205,292.4731737
2.050742411,655.3814577
2.447649309,660.0908173
10.81997919,1655.780173
8.650238791,1090.76661
8.878536605,1136.118286
2.359067126,673.2665835
6.811759674,831.1303039
5.207179461,729.541703
9.450195459,1163.701618
10.6312597,1720.167182
3.564836875,626.5880936
1.815836226,369.7619068
8.932053699,1197.180331
7.349620762,1164.240281
14.71424943,1651.424177
7.073151031,1489.301457
1.597765127,775.0343206
8.054118994,1808.311421
14.96135055,1942.452213
22.76986341,2847.700412
2.519975147,908.4356314
5.915247686,973.4512833
7.793733508,1097.703155
20.44846104,2936.746847
10.40161068,1883.962411
11.40192641,1808.501398
7.604093453,844.8711719
12.85397739,1215.114995
1.410971237,382.5347203
8.874920206,1043.790368
6.013261132,851.1414085
9.306233406,1762.075547
4.902104964,1350.716866
1.894776657,1052.042079
5.204111135,1159.678094
1.375013189,338.2592054
1.387575524,851.811469
2.685677496,669.0040793
5.511437756,910.210446
16.58244758,1981.954133
14.17620441,1695.851887
10.81527088,1305.953642
20.01892414,1950.886897
6.956508263,1631.872719
8.274610767,954.6181316
6.786723844,957.753476
3.605888824,1057.571757
10.19243185,1277.521575
3.998433243,327.6622533
4.964368923,1193.589255
5.884557067,1252.155771
1.084656113,261.1185652
7.21126107,879.6579171
2.140387928,1080.597617
7.931439645,1262.007891
14.08939653,1713.178075
9.232644617,1264.760574
6.951491551,1356.299478
3.137169138,386.0863102
11.85998919,1299.066214
3.113737885,278.5411418
4.985175451,1014.311651
11.41238102,1511.115195
15.37990405,1795.270512
3.775528995,551.1855922
5.30268427,1051.833922
2.843930975,567.3663629
13.70230727,1614.036609
4.768869377,771.6292755
14.57312339,1329.158978
17.28022598,1929.06738
16.1217624,1845.830672
2.437089876,909.6827162
5.822867455,1084.807286
16.18199957,1602.254193
14.46037646,1435.057667
1.504124801,729.7054333
7.737353244,1290.274294
4.109952242,1200.010955
2.566196093,774.8506663
4.440328327,1178.437008
12.3848312,1321.193696
6.396338897,821.4684599
10.03212915,986.2673645
2.62036784,587.538153
3.795086086,1517.166558
3.149071183,520.606284
3.484000437,1138.169594
5.770302149,829.9759818
2.981008475,477.2500925
9.14991493,944.3304649
11.38939562,1499.600891
1.445148407,524.9630078
6.143856241,1035.02733
5.981775914,1281.923094
2.08299524,951.3512058
7.110141173,894.626194
3.041138012,1045.360604
15.37394197,1829.923575
3.905351198,838.8374504
3.838043219,688.2231899
5.141923371,927.5974127
19.17821675,2031.266556
12.36979696,1241.892931
14.28414317,1662.516242
3.769989038,857.6130334
9.126959742,1640.244176
2.684151079,991.424632
24.39432985,2895.881802
4.676474348,1396.347808
4.065555679,640.3809858
19.95372925,2072.694492
4.241019424,1001.860025
14.02310297,1669.613093
1.042140757,878.627791
4.483251529,558.9953054
2.768037617,570.1301629
6.357562637,1178.057753
7.748370205,1219.21915
6.90648504,1000.051774
11.80191083,1233.889856
20.75499393,2245.476461
10.57261422,1243.478237
5.260136013,1502.677072
28.38835566,3249.417944
2.451160296,764.893446
7.243986575,708.0622854
1.876407503,1075.001724
7.29973843,847.7321161
11.24483017,1967.957184
6.735352382,1066.193338
5.991017375,961.1315871
16.67574291,1639.197703
10.28281832,1200.853937
19.21689293,2562.992759
11.34954445,1766.503802
1.846161288,333.3304389
14.86270396,1561.128541
2.216583602,323.972804
16.53708435,1643.91894
3.7013893,406.5230396
5.261502169,932.1606254
7.279044337,906.7867988
13.80323806,1737.354579
15.92219451,1986.939234
3.525858481,532.0660282
9.85591776,1014.45747
9.75910234,871.2907856
5.506476096,794.8748353
6.999864982,949.785575
19.50833872,1751.748167
7.320050181,954.4058631
8.886453729,1390.292533
17.80378998,2283.692222
7.847288476,625.2785223
10.8040205,2129.856605
7.798523158,1307.965782
9.586248224,1554.416773
9.428767036,1328.568048
8.019086021,985.0943424
5.78988794,1503.682743
23.02862012,2253.839865
2.72317525,586.1493754
18.92157073,1813.614194
11.90088632,1831.930109
28.93788212,2580.979643
1.570209934,930.6501084
10.85959186,1561.283799
1.338441957,491.8773506
2.995498523,1300.689811
10.56061324,1252.81737
9.84141211,1511.1388
16.66441267,2230.367018
12.84120976,1885.438773
5.759265746,947.6695867
7.979145258,1025.701125
19.28424826,1982.131752
13.57977305,1780.791626
3.520675631,700.0569426
10.49916723,1924.891176
1.72479919,704.1947645
5.567028377,1207.740526
11.84987964,1064.895012
3.976305626,743.4780761
5.759571228,1251.370845
3.613513424,470.682278
5.156978882,1112.686143
16.75922789,2064.474901
13.85187885,1716.888034
9.472450618,1114.13669
6.636312277,718.0624099
2.904448825,800.1531959
4.800346852,1680.337106
10.35063785,1416.865765
14.71592037,1573.289677
9.758067608,1619.817463
9.820011726,1596.707755
8.458573247,908.0504522
8.508626757,1449.202089
11.70347852,1790.688379
29.8284414,3113.451696
7.004427474,907.2094936
7.439569893,890.4483344
21.05353987,2050.67636
6.050060777,1338.110998
7.599617029,920.3847194
5.473564746,736.1743773
4.803306414,857.7406243
6.051428262,1226.543716
6.503513341,1495.554533
1.650263525,248.179366
2.282601557,395.2218567
15.70393958,1857.957041
11.56648604,1663.371666
1.322671871,318.0435078
12.11795763,1386.813604
9.539962975,1535.462356
4.303745101,982.8832681
7.607475355,1150.859858
3.736763788,866.8410599
22.39935475,1960.019242
20.07541432,1788.145063
7.677648117,1166.469107
14.08292576,1559.679776
11.14672304,1103.202075
6.343374736,1207.841461
21.1875693,2229.321043
19.9441873,1708.75722
3.196943016,830.61429
3.248169927,991.7633623
6.248150471,580.5443061
3.293435643,586.7422583
1.754385394,697.3086442
11.48773622,1096.780158
5.711646401,544.0000763
7.603357235,1003.664665
2.084118551,364.1402725
6.587201276,1026.300872
4.603347641,704.6408647
6.541066702,1532.283357
4.332134531,427.3743388
2.279259145,1092.959251
9.043575718,1587.044822
8.446160069,886.3435693
3.990895779,598.4998978
9.07068647,1099.486982
16.97529426,1657.822806
25.77611616,2593.301866
3.189179387,1345.804923
6.49110882,752.9918959
8.908332009,982.2094626
15.37107894,1964.354824
9.715065141,1509.912313
9.582004744,1947.487826
5.84055678,780.3612617
2.968358466,868.469474
9.294088005,1523.63262
12.96208301,1848.639719
2.831804349,335.9239723
9.322934248,1358.491904
11.75027091,1714.901159
6.509951549,1354.241904
3.087125795,513.2164776
5.310878954,639.7187297
4.208227552,1444.321124
4.933319572,854.4182496
6.284107728,829.2707102
2.179548523,1211.247766
9.289517752,1096.234525
12.55438733,2312.167935
28.86969715,3088.823891
8.063547235,1810.319743
4.612099351,1479.639912
14.60526414,2208.615485
11.95255483,1232.913132
5.044076415,928.4588213
13.55218661,1779.049529
7.748288711,1039.252532
8.360649713,1262.21298
9.162445307,993.6031859
5.823321565,1590.329883
8.294910436,1048.128938
29.10639477,2678.418264
5.786960464,993.8801154
19.70266217,2268.392356
4.455386749,610.2580075
9.44860885,1243.779967
4.986528165,1460.586413
12.00858052,1774.586726
10.26390461,1022.516053
1.525343103,805.1476345
11.78880203,1173.669727
24.19132114,2551.579661
14.37727698,2033.164639
1.128335443,1094.729266
5.691421867,1396.977223
6.492246879,1526.166139
3.831221517,767.1879493
11.08306586,1224.30253
7.48578642,1311.269805
8.654535873,1120.116258
5.179004124,623.8543707
1.440416687,635.4288732
7.542749465,943.6675679
4.607336316,766.7921091
6.28842083,958.0823564
1.532973151,720.5035962
15.74763468,2044.73861
23.956929,2653.32821
9.073819276,1214.758985
4.310152224,575.2472429
19.76529476,2441.022927
17.71637154,1732.013844
17.37839741,1815.9129
5.130341596,1404.974888
6.588311936,751.8733285
4.222122394,829.1270366
10.81273093,1277.906866
1.078815111,853.3942121
7.161869147,1371.738945
4.313377262,824.8053885
11.38490458,1549.466596
26.01552533,2601.095159
4.784582646,1038.488303
5.110718131,579.4447417
8.802527803,1317.520342
4.667703398,1621.139508
7.455148937,1116.825249
4.475652318,1233.62831
17.28550612,2195.914801
2.284207057,618.3644109
5.028564472,698.7845202
11.09808176,1541.269223
2.010353461,441.5863902
5.240131023,1221.696817
3.414733275,868.9523115
1.901532614,1215.412022
5.541384803,1212.756335
5.62805389,828.6984604
8.791194482,1040.933456
3.11643578,473.0515906
2.086431077,922.2958319
12.84560044,1266.982166
2.704019894,476.2957809
1.656338685,1097.557516
14.89720747,2539.76136
8.735757967,1068.543522
1.161803984,1004.100502
13.76871228,1801.182918
18.66504433,1990.914106
13.01023159,1469.359942
5.803901847,1041.301237
5.295927221,1109.108163
2.463011656,692.3788089
14.04985628,2072.078593
4.849677072,692.5685037
9.595456517,1366.210807
15.16937697,1476.963855
9.195415365,1321.204826
13.04114417,1557.923129
1.79772408,740.0368256
6.471903209,644.2789946
9.923586914,1640.006106
5.36237356,545.6211065
3.317348927,1258.06366
10.79186592,1582.783024
3.505235526,596.3449707
11.7391369,1335.902829
13.00962018,1460.632443
4.709035899,545.1832765
1.611546284,463.6509838
11.55987401,1766.074131
5.261212465,1101.650764
15.806584,1490.383762
13.17849974,1328.747604
11.58317216,1199.466728
12.05713486,1234.176575
3.105139512,809.979871
9.137809439,1196.870152
7.176700824,649.8383392
6.991642782,927.9297296
9.637781398,984.2036034
2.368283285,1148.280787
9.651065829,1719.483972
8.730405893,1880.78289
4.173314039,1560.361086
15.42700763,1930.805216
12.91213895,1447.711265
3.679255472,836.5749555
10.34327947,1224.604104
5.451895614,765.8624235
12.81881129,1553.013845
8.277054038,1320.132625
14.31596419,1642.394079
5.259033624,876.2446802
14.44810037,1424.117227
4.245035615,1083.381195
4.035770971,900.6921852
6.434280902,1482.558282
5.425068599,1386.2317
2.729451922,970.4333183
5.134989649,806.2451255
6.979009919,1258.30276
4.816592997,938.5556359
3.861708438,853.1123448
11.58576976,1706.688082
1.740841699,658.4234711
10.50397242,1375.909262
4.906579535,708.2981607
15.90065569,1729.48154
1.276890621,848.3285479
5.915225146,1302.621469
2.646328849,730.6968601
13.7944302,1965.419062
1.550579619,771.5712211
10.03364243,1830.93361
14.63294721,1486.699299
7.380291282,823.39436
1.047382039,641.845268
2.371911572,594.5451059
4.905988692,738.8929143
2.253077812,534.5843758
1.59959844,427.0934802
27.46106977,3069.566918
1.457335487,1072.481938
17.34243942,2389.270826
9.759495559,1663.694612
16.66814552,1887.894567
16.66213522,1943.761302
14.38485335,1794.480836
1.443775322,985.5778302
9.349597147,1589.339963
4.945014197,792.520824
8.015401085,793.2826057
1.153881327,580.0697389
18.09905454,1738.098524
2.625315241,474.5558784
11.20984456,2026.429158
5.566520625,1434.828418
2.380500918,754.4414431
8.979360083,1784.759356
8.840888613,1069.849043
8.137267032,1118.73994
2.258852671,1548.705967
2.010811355,863.4623731
1.591333405,708.9358044
7.918062789,1136.110777
1.515452465,804.489391
3.857300987,1202.670117
7.882710227,1244.709018
3.950587999,1040.272445
14.02849733,1664.080114
6.721823696,1366.71852
1.796688583,600.0687482
12.51401968,1848.378413
9.485268741,1352.986244
19.02547148,2323.778584
2.506101194,1084.371719
7.55918608,1615.988955
1.692982143,643.5422493
6.069124406,732.3533606
3.079467822,841.9396981
6.240783682,939.1433243
11.76491612,1588.313232
4.868716415,791.8768514
5.011675804,1464.182884
15.27829427,1838.063609
4.06047424,1173.76564
9.618627021,1280.37995
4.952763872,767.8506996
1.819217843,816.9532955
16.62593689,1919.29861
6.429025787,800.3296612
5.31868521,1070.978131
16.4659765,2065.398671
9.188837964,1477.960194
13.3771743,1298.399804
5.688867768,888.7604416
2.049006759,433.121911
22.11524673,2496.770215
6.524843094,561.4934455
3.976063151,587.1708313
24.64624542,2278.858365
7.852675802,1034.285556
6.745272795,1668.961962
11.42508906,1422.632058
3.328266165,630.0568972
2.722310392,1150.804118
9.907505405,1223.869565
4.319159918,1065.450757
11.34544436,1761.711017
15.0349197,1604.372091
18.39607984,2035.86052
19.03625416,2220.436194
8.846951024,908.6839372
18.33393114,2329.836404
18.29391747,1714.188033
12.43358232,1086.632821
4.303849456,682.9095847
9.539729035,1077.996673
6.339774346,1333.027522
4.969645421,1277.1051
5.376652863,1312.896111
11.67460124,1638.77523
24.71916223,2267.242164
4.354733929,680.5565136
10.11019941,923.420908
14.69261964,1587.826878
2.39088492,565.4577938
2.606228436,1097.505591
13.08606275,1945.444997
3.644232332,933.2803403
1.415346194,500.7187258
15.1418246,1503.123653
2.601455981,721.8510774
14.5875554,1674.078908
13.37654004,2155.00052
4.486607929,1088.786574
7.904120653,892.0207872
2.017579009,756.2815791
9.716257401,811.3375327
18.05033087,2020.504216
8.700517617,955.7834668
7.25493599,1808.366194
5.898536601,1743.932853
4.929637705,551.6881554
8.713385365,1141.532192
13.0035986,1480.891431
14.45990083,1911.782207
5.837241927,571.1030177
10.81815085,1705.362101
4.764739683,821.1684673
4.056889119,913.521381
9.876537733,1114.016493
1.018519598,286.5451139
8.938308825,1171.815364
4.187033385,437.8833399
14.7804282,2062.863163
15.24536909,1857.751688
9.690818661,1782.558347
4.218778557,577.1451549
2.205915318,1156.192762
11.18792763,2001.502073
1.929621761,789.5226439
16.64037206,1996.643218
4.898445616,1284.667114
3.218751358,951.2972085
10.03360917,1091.751973
8.853636698,752.7262389
3.523994671,765.3008585
9.473751367,1477.859712
19.58895462,2323.477681
10.19437082,1756.819542
2.871446409,676.0809142
7.292787239,1281.533791
8.458121948,1155.865056
17.48396291,1671.835787
8.92504512,1389.451264
11.24061076,1882.523799
18.73450543,2809.296787
6.681362911,1653.999552
5.824620949,1228.657511
18.97328429,1912.109481
19.98393473,1805.771781
17.41856593,2026.989634
6.791270714,1103.633086
7.172070851,1407.682723
16.99923183,1761.052193
8.960033031,1207.593093
2.451256489,910.9230162
13.76430574,2172.681118
2.440923609,1092.134853
8.279774899,1571.814704
9.2766412,1077.09525
6.435331488,749.3268907
15.40849216,1764.939141
13.46926706,2006.076916
6.867358844,1177.735155
7.522520984,1021.026757
1.763317472,746.9528584
4.611940238,722.0878256
18.30915793,1996.645842
11.45319603,1763.355488
10.30304569,1574.687531
5.901029789,1259.468498
8.691329205,1316.773005
17.56356483,2136.125116
1.291871699,699.4793992
3.638799298,1115.58357
20.70165955,2926.290256
1.214622014,284.0777847
10.92511005,1696.540148
3.147892285,305.7666287
8.688984603,1524.801731
1.456262249,906.2735981
2.072317222,676.2054121
3.475168025,637.9068136
9.510993751,1142.427499
22.16579367,1825.985724
6.19002424,803.3925622
9.067061096,1008.639416
1.845003373,507.6007948
3.12313921,875.1196392
10.24058579,1144.050351
1.491763776,830.5471719
18.66406554,2287.741972
8.721905501,1407.12838
14.58313517,2091.178584
4.255080878,995.1098617
9.343807204,1241.311162
4.153793775,1267.731181
2.760208796,1363.377334
1.583634587,887.2448499
13.98469679,1795.290082
3.072369855,584.4226607
12.81011786,1714.568513
8.417226873,770.6307096
17.35804942,1973.393367
7.95236848,1197.290608
8.889790813,1710.907598
1.112321784,1053.415573
17.67252758,1965.221779
9.716052195,1093.345316
14.87120712,2021.782055
7.077999389,1636.158987
13.85473212,1792.56277
10.39427126,1312.134316
10.22370845,1289.886774
8.098851806,1152.968935
19.16163631,1746.011415
9.932932319,1898.286119
4.00803296,525.3079814
14.41890198,1971.551928
9.26064585,1821.82345
8.634921784,1270.22182
26.16514147,2761.982244
1.068799086,504.9814106
17.39605821,2019.788427
